Timestamp,Component,Run_ID,Domain,Problem,Planner,LLM,Iteration,Error_Type,Dump_Path
2026-05-24T23:33:25.198868+00:00,PLANNER,5211,barman,instance-18.pddl,madagascar,gpt-5.4-2026-03-05,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5211_TIMEOUT.txt
2026-05-24T23:37:13.060469+00:00,PLANNER,5213,barman,instance-19.pddl,madagascar,gemini-3.1-pro-preview-customtools,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5213_TIMEOUT.txt
2026-05-24T23:39:01.566658+00:00,PLANNER,5229,barman,instance-18.pddl,madagascar,claude-opus-4-6,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5229_TIMEOUT.txt
2026-05-24T23:39:25.713014+00:00,PLANNER,5237,barman,instance-19.pddl,madagascar,gpt-5.4-2026-03-05,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5237_TIMEOUT.txt
2026-05-24T23:39:51.865160+00:00,PLANNER,5246,ricochet-robots,instance-16.pddl,lama,deepseek-reasoner,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5246_TIMEOUT.txt
2026-05-24T23:45:02.064828+00:00,PLANNER,5270,barman,instance-19.pddl,madagascar,claude-opus-4-6,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5270_TIMEOUT.txt
2026-05-24T23:45:08.504329+00:00,PLANNER,5271,depots,instance-12.pddl,decstar,gemini-3.1-pro-preview-customtools,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5271_TIMEOUT.txt
2026-05-24T23:45:43.090661+00:00,PLANNER,5278,barman,instance-01.pddl,madagascar,gpt-5.4-2026-03-05,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5278_TIMEOUT.txt
2026-05-24T23:45:53.197908+00:00,PLANNER,5279,ricochet-robots,instance-17.pddl,lama,deepseek-reasoner,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5279_TIMEOUT.txt
2026-05-24T23:49:19.748672+00:00,PLANNER,5289,depots,instance-12.pddl,decstar,gemini-3.1-pro-preview-customtools,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5289_TIMEOUT.txt
2026-05-24T23:51:29.055711+00:00,PLANNER,5302,barman,instance-01.pddl,madagascar,claude-opus-4-6,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5302_TIMEOUT.txt
2026-05-24T23:51:56.835251+00:00,PLANNER,5303,ricochet-robots,instance-18.pddl,lama,deepseek-reasoner,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5303_TIMEOUT.txt
2026-05-24T23:54:05.074851+00:00,PLANNER,5306,depots,instance-12.pddl,decstar,gemini-3.1-pro-preview-customtools,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5306_TIMEOUT.txt
2026-05-24T23:55:09.319500+00:00,PLANNER,5325,barman,instance-03.pddl,madagascar,gpt-5.4-2026-03-05,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5325_TIMEOUT.txt
2026-05-24T23:57:58.384757+00:00,PLANNER,5349,ricochet-robots,instance-19.pddl,lama,deepseek-reasoner,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5349_TIMEOUT.txt
2026-05-25T00:03:16.755545+00:00,PLANNER,5408,barman,instance-03.pddl,madagascar,claude-opus-4-6,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5408_TIMEOUT.txt
2026-05-25T00:04:41.112303+00:00,PLANNER,5409,barman,instance-07.pddl,madagascar,gpt-5.4-2026-03-05,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5409_TIMEOUT.txt
2026-05-25T00:10:41.626726+00:00,PLANNER,5415,barman,instance-08.pddl,madagascar,gpt-5.4-2026-03-05,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5415_TIMEOUT.txt
2026-05-25T00:13:08.412870+00:00,PLANNER,5418,barman,instance-07.pddl,madagascar,claude-opus-4-6,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5418_TIMEOUT.txt
2026-05-25T00:13:54.790006+00:00,PLANNER,5419,ricochet-robots,instance-04.pddl,lama,deepseek-reasoner,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5419_TIMEOUT.txt
2026-05-25T00:17:55.298423+00:00,PLANNER,5422,ricochet-robots,instance-04.pddl,lama,gemini-3.1-pro-preview-customtools,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5422_TIMEOUT.txt
2026-05-25T00:19:08.947630+00:00,PLANNER,5423,barman,instance-08.pddl,madagascar,claude-opus-4-6,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5423_TIMEOUT.txt
2026-05-25T00:21:00.579382+00:00,PLANNER,5426,barman,instance-12.pddl,madagascar,gpt-5.4-2026-03-05,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5426_TIMEOUT.txt
2026-05-25T00:27:04.075892+00:00,PLANNER,5430,barman,instance-13.pddl,madagascar,gpt-5.4-2026-03-05,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5430_TIMEOUT.txt
2026-05-25T00:27:25.701202+00:00,PLANNER,5431,ricochet-robots,instance-09.pddl,lama,deepseek-reasoner,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5431_TIMEOUT.txt
2026-05-25T00:28:16.456810+00:00,PLANNER,5432,barman,instance-12.pddl,madagascar,claude-opus-4-6,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5432_TIMEOUT.txt
2026-05-25T00:31:28.941300+00:00,PLANNER,5433,ricochet-robots,instance-09.pddl,lama,gemini-3.1-pro-preview-customtools,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5433_TIMEOUT.txt
2026-05-25T00:33:04.590773+00:00,PLANNER,5434,barman,instance-14.pddl,madagascar,gpt-5.4-2026-03-05,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5434_TIMEOUT.txt
2026-05-25T00:33:26.631706+00:00,PLANNER,5435,ricochet-robots,instance-11.pddl,lama,deepseek-reasoner,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5435_TIMEOUT.txt
2026-05-25T00:34:16.951156+00:00,PLANNER,5436,barman,instance-13.pddl,madagascar,claude-opus-4-6,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5436_TIMEOUT.txt
2026-05-25T00:37:32.831039+00:00,PLANNER,5437,ricochet-robots,instance-11.pddl,lama,gemini-3.1-pro-preview-customtools,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5437_TIMEOUT.txt
2026-05-25T00:39:05.125132+00:00,PLANNER,5438,barman,instance-16.pddl,madagascar,gpt-5.4-2026-03-05,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5438_TIMEOUT.txt
2026-05-25T00:39:27.515654+00:00,PLANNER,5439,ricochet-robots,instance-12.pddl,lama,deepseek-reasoner,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5439_TIMEOUT.txt
2026-05-25T00:40:17.463626+00:00,PLANNER,5441,barman,instance-14.pddl,madagascar,claude-opus-4-6,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5441_TIMEOUT.txt
2026-05-25T00:43:33.886431+00:00,PLANNER,5444,ricochet-robots,instance-12.pddl,lama,gemini-3.1-pro-preview-customtools,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5444_TIMEOUT.txt
2026-05-25T00:46:20.957768+00:00,PLANNER,5446,barman,instance-16.pddl,madagascar,claude-opus-4-6,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5446_TIMEOUT.txt
2026-05-25T00:49:21.405899+00:00,PLANNER,5448,barman,instance-19.pddl,madagascar,gpt-5.4-2026-03-05,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5448_TIMEOUT.txt
2026-05-25T00:52:21.501048+00:00,PLANNER,5501,barman,instance-17.pddl,madagascar,claude-opus-4-6,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5501_TIMEOUT.txt
2026-05-25T00:52:31.960291+00:00,PLANNER,5502,ricochet-robots,instance-16.pddl,lama,deepseek-reasoner,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5502_TIMEOUT.txt
2026-05-25T00:54:30.759781+00:00,PLANNER,5505,depots,instance-12.pddl,decstar,gpt-5.4-2026-03-05,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5505_TIMEOUT.txt
2026-05-25T00:56:37.067120+00:00,PLANNER,5520,ricochet-robots,instance-16.pddl,lama,gemini-3.1-pro-preview-customtools,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5520_TIMEOUT.txt
2026-05-25T00:57:47.264587+00:00,PLANNER,5521,depots,instance-12.pddl,decstar,gpt-5.4-2026-03-05,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5521_TIMEOUT.txt
2026-05-25T00:58:22.004984+00:00,PLANNER,5534,barman,instance-18.pddl,madagascar,claude-opus-4-6,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5534_TIMEOUT.txt
2026-05-25T00:58:33.453291+00:00,PLANNER,5535,ricochet-robots,instance-17.pddl,lama,deepseek-reasoner,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5535_TIMEOUT.txt
2026-05-25T01:01:05.826241+00:00,PLANNER,5538,depots,instance-12.pddl,decstar,gpt-5.4-2026-03-05,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5538_TIMEOUT.txt
2026-05-25T01:02:39.134535+00:00,PLANNER,5573,ricochet-robots,instance-17.pddl,lama,gemini-3.1-pro-preview-customtools,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5573_TIMEOUT.txt
2026-05-25T01:04:22.516505+00:00,PLANNER,5621,barman,instance-19.pddl,madagascar,claude-opus-4-6,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5621_TIMEOUT.txt
2026-05-25T01:04:35.690371+00:00,PLANNER,5623,ricochet-robots,instance-18.pddl,lama,deepseek-reasoner,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5623_TIMEOUT.txt
2026-05-25T01:08:43.686770+00:00,PLANNER,5677,ricochet-robots,instance-18.pddl,lama,gemini-3.1-pro-preview-customtools,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5677_TIMEOUT.txt
2026-05-25T01:09:50.988064+00:00,PLANNER,5678,depots,instance-12.pddl,decstar,claude-opus-4-6,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5678_TIMEOUT.txt
2026-05-25T01:10:36.507248+00:00,PLANNER,5691,ricochet-robots,instance-19.pddl,lama,deepseek-reasoner,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5691_TIMEOUT.txt
2026-05-25T01:13:13.493949+00:00,PLANNER,5695,depots,instance-12.pddl,decstar,claude-opus-4-6,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5695_TIMEOUT.txt
2026-05-25T01:14:44.860482+00:00,PLANNER,5709,ricochet-robots,instance-19.pddl,lama,gemini-3.1-pro-preview-customtools,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5709_TIMEOUT.txt
2026-05-25T01:16:34.450858+00:00,PLANNER,5712,depots,instance-12.pddl,decstar,claude-opus-4-6,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5712_TIMEOUT.txt
2026-05-25T01:17:12.573674+00:00,PLANNER,5727,ricochet-robots,instance-01.pddl,decstar,deepseek-reasoner,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5727_TIMEOUT.txt
2026-05-25T01:19:39.900438+00:00,PLANNER,5788,ricochet-robots,instance-04.pddl,lama,gpt-5.4-2026-03-05,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5788_TIMEOUT.txt
2026-05-25T01:27:22.597748+00:00,PLANNER,5819,ricochet-robots,instance-04.pddl,decstar,deepseek-reasoner,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5819_TIMEOUT.txt
2026-05-25T01:32:40.236721+00:00,PLANNER,5823,ricochet-robots,instance-04.pddl,lama,gemini-3.1-pro-preview-customtools,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5823_TIMEOUT.txt
2026-05-25T01:33:02.641100+00:00,PLANNER,5824,ricochet-robots,instance-09.pddl,lama,gpt-5.4-2026-03-05,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5824_TIMEOUT.txt
2026-05-25T01:34:33.973781+00:00,PLANNER,5826,ricochet-robots,instance-08.pddl,decstar,deepseek-reasoner,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5826_TIMEOUT.txt
2026-05-25T01:35:56.672279+00:00,PLANNER,5828,ricochet-robots,instance-04.pddl,lama,claude-opus-4-6,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5828_TIMEOUT.txt
2026-05-25T01:39:02.988381+00:00,PLANNER,5830,ricochet-robots,instance-11.pddl,lama,gpt-5.4-2026-03-05,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5830_TIMEOUT.txt
2026-05-25T01:40:50.758353+00:00,PLANNER,5832,ricochet-robots,instance-11.pddl,decstar,deepseek-reasoner,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5832_TIMEOUT.txt
2026-05-25T01:45:06.471049+00:00,PLANNER,5834,ricochet-robots,instance-12.pddl,lama,gpt-5.4-2026-03-05,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5834_TIMEOUT.txt
2026-05-25T01:46:03.600702+00:00,PLANNER,5835,ricochet-robots,instance-09.pddl,lama,gemini-3.1-pro-preview-customtools,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5835_TIMEOUT.txt
2026-05-25T01:46:50.597147+00:00,PLANNER,5837,ricochet-robots,instance-12.pddl,decstar,deepseek-reasoner,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5837_TIMEOUT.txt
2026-05-25T01:49:18.982156+00:00,PLANNER,5839,ricochet-robots,instance-09.pddl,lama,claude-opus-4-6,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5839_TIMEOUT.txt
2026-05-25T01:52:06.655437+00:00,PLANNER,5841,ricochet-robots,instance-11.pddl,lama,gemini-3.1-pro-preview-customtools,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5841_TIMEOUT.txt
2026-05-25T01:53:11.527758+00:00,PLANNER,5842,ricochet-robots,instance-14.pddl,decstar,deepseek-reasoner,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5842_TIMEOUT.txt
2026-05-25T01:55:19.340671+00:00,PLANNER,5843,ricochet-robots,instance-11.pddl,lama,claude-opus-4-6,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5843_TIMEOUT.txt
2026-05-25T01:57:56.706472+00:00,PLANNER,5844,ricochet-robots,instance-16.pddl,lama,gpt-5.4-2026-03-05,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5844_TIMEOUT.txt
2026-05-25T01:58:07.024680+00:00,PLANNER,5845,ricochet-robots,instance-12.pddl,lama,gemini-3.1-pro-preview-customtools,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5845_TIMEOUT.txt
2026-05-25T01:59:11.337235+00:00,PLANNER,5846,ricochet-robots,instance-16.pddl,decstar,deepseek-reasoner,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5846_TIMEOUT.txt
2026-05-25T02:01:19.709741+00:00,PLANNER,5848,ricochet-robots,instance-12.pddl,lama,claude-opus-4-6,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5848_TIMEOUT.txt
2026-05-25T02:03:57.129895+00:00,PLANNER,5850,ricochet-robots,instance-17.pddl,lama,gpt-5.4-2026-03-05,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5850_TIMEOUT.txt
2026-05-25T02:05:10.402475+00:00,PLANNER,5852,ricochet-robots,instance-17.pddl,decstar,deepseek-reasoner,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5852_TIMEOUT.txt
2026-05-25T02:09:56.929645+00:00,PLANNER,5854,ricochet-robots,instance-18.pddl,lama,gpt-5.4-2026-03-05,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5854_TIMEOUT.txt
2026-05-25T02:10:57.302763+00:00,PLANNER,5855,ricochet-robots,instance-16.pddl,lama,gemini-3.1-pro-preview-customtools,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5855_TIMEOUT.txt
2026-05-25T02:11:09.630544+00:00,PLANNER,5856,ricochet-robots,instance-18.pddl,decstar,deepseek-reasoner,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5856_TIMEOUT.txt
2026-05-25T02:14:15.719634+00:00,PLANNER,5857,ricochet-robots,instance-16.pddl,lama,claude-opus-4-6,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5857_TIMEOUT.txt
2026-05-25T02:15:57.383603+00:00,PLANNER,5858,ricochet-robots,instance-19.pddl,lama,gpt-5.4-2026-03-05,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5858_TIMEOUT.txt
2026-05-25T02:16:57.679239+00:00,PLANNER,5859,ricochet-robots,instance-17.pddl,lama,gemini-3.1-pro-preview-customtools,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5859_TIMEOUT.txt
2026-05-25T02:17:12.227670+00:00,PLANNER,5860,ricochet-robots,instance-19.pddl,decstar,deepseek-reasoner,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5860_TIMEOUT.txt
2026-05-25T02:20:16.115712+00:00,PLANNER,5862,ricochet-robots,instance-17.pddl,lama,claude-opus-4-6,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5862_TIMEOUT.txt
2026-05-25T02:23:00.547987+00:00,PLANNER,5863,ricochet-robots,instance-18.pddl,lama,gemini-3.1-pro-preview-customtools,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5863_TIMEOUT.txt
2026-05-25T02:25:59.613476+00:00,PLANNER,5866,ricochet-robots,instance-01.pddl,madagascar,deepseek-reasoner,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5866_TIMEOUT.txt
2026-05-25T02:26:16.002797+00:00,PLANNER,5867,ricochet-robots,instance-18.pddl,lama,claude-opus-4-6,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5867_TIMEOUT.txt
2026-05-25T02:29:00.971237+00:00,PLANNER,5868,ricochet-robots,instance-19.pddl,lama,gemini-3.1-pro-preview-customtools,3,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5868_TIMEOUT.txt
2026-05-25T02:31:37.590176+00:00,PLANNER,5869,ricochet-robots,instance-04.pddl,lama,gpt-5.4-2026-03-05,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5869_TIMEOUT.txt
2026-05-25T02:32:00.097073+00:00,PLANNER,5870,ricochet-robots,instance-02.pddl,madagascar,deepseek-reasoner,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5870_TIMEOUT.txt
2026-05-25T02:32:16.614450+00:00,PLANNER,5871,ricochet-robots,instance-19.pddl,lama,claude-opus-4-6,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5871_TIMEOUT.txt
2026-05-25T02:35:52.633584+00:00,PLANNER,5874,ricochet-robots,instance-01.pddl,decstar,gemini-3.1-pro-preview-customtools,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5874_TIMEOUT.txt
2026-05-25T02:38:00.641508+00:00,PLANNER,5875,ricochet-robots,instance-03.pddl,madagascar,deepseek-reasoner,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5875_TIMEOUT.txt
2026-05-25T02:44:01.127712+00:00,PLANNER,5881,ricochet-robots,instance-04.pddl,madagascar,deepseek-reasoner,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5881_TIMEOUT.txt
2026-05-25T02:45:05.638269+00:00,PLANNER,5882,ricochet-robots,instance-09.pddl,lama,gpt-5.4-2026-03-05,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5882_TIMEOUT.txt
2026-05-25T02:45:58.351436+00:00,PLANNER,5883,ricochet-robots,instance-04.pddl,decstar,gemini-3.1-pro-preview-customtools,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5883_TIMEOUT.txt
2026-05-25T02:48:04.509514+00:00,PLANNER,5885,ricochet-robots,instance-04.pddl,lama,claude-opus-4-6,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5885_TIMEOUT.txt
2026-05-25T02:50:01.640382+00:00,PLANNER,5887,ricochet-robots,instance-07.pddl,madagascar,deepseek-reasoner,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5887_TIMEOUT.txt
2026-05-25T02:51:06.115658+00:00,PLANNER,5888,ricochet-robots,instance-11.pddl,lama,gpt-5.4-2026-03-05,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5888_TIMEOUT.txt
2026-05-25T02:53:06.306163+00:00,PLANNER,5889,ricochet-robots,instance-08.pddl,decstar,gemini-3.1-pro-preview-customtools,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5889_TIMEOUT.txt
2026-05-25T02:56:02.159182+00:00,PLANNER,5892,ricochet-robots,instance-08.pddl,madagascar,deepseek-reasoner,1,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5892_TIMEOUT.txt
2026-05-25T02:57:06.525279+00:00,PLANNER,5893,ricochet-robots,instance-12.pddl,lama,gpt-5.4-2026-03-05,2,TIMEOUT,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/logs/stage3/error_dumps/TIMEOUT/5893_TIMEOUT.txt
