ID,Domain Name,LLM Model,Prompt ID,LLM_Status,LLM API Time S,Input Tokens Consumed,Output Tokens Generated,Path to Raw LLM Response,Passed Stage V1,Path to Extracted PDDL,Passed VAL Syntactic Check (V2),VAL_error_string,Passed V3,Passed V4,Validation Status,Timestamp
81,snake,deepseek-reasoner,4,Passed,89.370,1823,6370,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/snake/snake_deepseek-r1_Arch_Aware_madagascar.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/snake/snake_deepseek-r1_Arch_Aware_madagascar.pddl,True,N/A,True,True,VALID,2026-05-08T12:03:35.067569Z
82,depots,gemini-3.1-pro-preview-customtools,2,token_limit,0.000,0,0,,,,,,,,,2026-05-08T12:03:55.807058Z
83,ricochet-robots,deepseek-reasoner,1,Passed,43.924,1808,2917,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/ricochet-robots/ricochet-robots_deepseek-r1_Arch_Aware_lama.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/ricochet-robots/ricochet-robots_deepseek-r1_Arch_Aware_lama.pddl,True,N/A,True,True,VALID,2026-05-08T12:04:19.014094Z
84,depots,gemini-3.1-pro-preview-customtools,3,Passed,40.293,1602,550,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/depots/depots_gemini-3.1-pro_Arch_Aware_bfws.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/depots/depots_gemini-3.1-pro_Arch_Aware_bfws.pddl,True,N/A,True,True,VALID,2026-05-08T12:04:36.234762Z
85,depots,gemini-3.1-pro-preview-customtools,4,Passed,32.848,1669,550,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/depots/depots_gemini-3.1-pro_Arch_Aware_madagascar.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/depots/depots_gemini-3.1-pro_Arch_Aware_madagascar.pddl,True,N/A,True,True,VALID,2026-05-08T12:05:09.209442Z
86,ricochet-robots,deepseek-reasoner,2,Passed,74.078,1827,5283,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/ricochet-robots/ricochet-robots_deepseek-r1_Arch_Aware_decstar.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/ricochet-robots/ricochet-robots_deepseek-r1_Arch_Aware_decstar.pddl,True,N/A,True,True,VALID,2026-05-08T12:05:33.114033Z
87,barman,gemini-3.1-pro-preview-customtools,1,token_limit,0.000,0,0,,,,,,,,,2026-05-08T12:06:09.519429Z
88,ricochet-robots,deepseek-reasoner,3,Passed,59.443,1857,4140,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/ricochet-robots/ricochet-robots_deepseek-r1_Arch_Aware_bfws.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/ricochet-robots/ricochet-robots_deepseek-r1_Arch_Aware_bfws.pddl,True,N/A,True,True,VALID,2026-05-08T12:06:32.581245Z
89,barman,gemini-3.1-pro-preview-customtools,2,token_limit,0.000,0,0,,,,,,,,,2026-05-08T12:07:07.541588Z
90,ricochet-robots,deepseek-reasoner,4,Passed,59.683,1928,4131,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/ricochet-robots/ricochet-robots_deepseek-r1_Arch_Aware_madagascar.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/ricochet-robots/ricochet-robots_deepseek-r1_Arch_Aware_madagascar.pddl,True,N/A,True,True,VALID,2026-05-08T12:07:32.286350Z
91,barman,gemini-3.1-pro-preview-customtools,3,Passed,51.029,2801,1652,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/barman/barman_gemini-3.1-pro_Arch_Aware_bfws.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/barman/barman_gemini-3.1-pro_Arch_Aware_bfws.pddl,True,N/A,True,True,VALID,2026-05-08T12:07:58.710822Z
92,depots,deepseek-reasoner,1,Passed,57.721,1527,4207,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/depots/depots_deepseek-r1_Arch_Aware_lama.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/depots/depots_deepseek-r1_Arch_Aware_lama.pddl,True,N/A,True,True,VALID,2026-05-08T12:08:30.029155Z
93,barman,gemini-3.1-pro-preview-customtools,4,Passed,46.715,2868,1668,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/barman/barman_gemini-3.1-pro_Arch_Aware_madagascar.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/barman/barman_gemini-3.1-pro_Arch_Aware_madagascar.pddl,True,N/A,True,True,VALID,2026-05-08T12:08:45.565350Z
94,depots,deepseek-reasoner,2,Passed,98.827,1546,7083,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/depots/depots_deepseek-r1_Arch_Aware_decstar.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/depots/depots_deepseek-r1_Arch_Aware_decstar.pddl,True,N/A,True,True,VALID,2026-05-08T12:10:08.881789Z
95,depots,deepseek-reasoner,3,Passed,55.872,1576,3752,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/depots/depots_deepseek-r1_Arch_Aware_bfws.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/depots/depots_deepseek-r1_Arch_Aware_bfws.pddl,True,N/A,True,True,VALID,2026-05-08T12:11:04.776541Z
96,depots,deepseek-reasoner,4,Passed,86.830,1647,5866,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/depots/depots_deepseek-r1_Arch_Aware_madagascar.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/depots/depots_deepseek-r1_Arch_Aware_madagascar.pddl,True,N/A,True,True,VALID,2026-05-08T12:12:31.629424Z
97,barman,deepseek-reasoner,1,Passed,141.892,2572,10536,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/barman/barman_deepseek-r1_Arch_Aware_lama.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/barman/barman_deepseek-r1_Arch_Aware_lama.pddl,True,N/A,True,True,VALID,2026-05-08T12:14:53.544880Z
98,barman,deepseek-reasoner,2,Passed,114.345,2591,8014,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/barman/barman_deepseek-r1_Arch_Aware_decstar.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/barman/barman_deepseek-r1_Arch_Aware_decstar.pddl,True,N/A,True,True,VALID,2026-05-08T12:16:47.912883Z
99,barman,deepseek-reasoner,3,Passed,122.599,2621,8502,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/barman/barman_deepseek-r1_Arch_Aware_bfws.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/barman/barman_deepseek-r1_Arch_Aware_bfws.pddl,True,N/A,True,True,VALID,2026-05-08T12:18:50.535428Z
100,barman,deepseek-reasoner,4,Passed,188.299,2692,13936,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/LLM Results/barman/barman_deepseek-r1_Arch_Aware_madagascar.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/arch_aware/Extracted PDDL/barman/barman_deepseek-r1_Arch_Aware_madagascar.pddl,True,N/A,True,True,VALID,2026-05-08T12:21:58.857691Z
